Run Name,Loss,Accuracy,F1,MCC,Precision,Recall,TrainingTime,InferenceTime
fin_with_adapt_small,0.26463547348976135,0.9308276689324271,0.9250024071521915,0.8871660511243278,0.9276176006573951,0.9225589213885331,3297.532631635666,27.466739892959595
fin_without_adapt_small,0.28619112491607666,0.9339264294282287,0.9295323608815027,0.8922638369021719,0.9309960316438137,0.9279997730106313,3298.379847764969,27.908870935440063
fin_without_adapt_large,0.30985480546951294,0.9386245501799281,0.9331010925990829,0.9000033125308153,0.9348147197095568,0.9315424735538356,10138.594961800001,84.44922256469727
