Run Name,Loss,Accuracy,F1,MCC,Precision,Recall,TrainingTime,InferenceTime
base_model,0.42098096013069153,0.8645101773598382,0.6186594742469563,0.8293460095212037,0.6197640498832364,0.6228999469486365,4.76837158203125e-07,98.28907299041748
adapt_model,0.42611929774284363,0.8640340435662421,0.6163623474651421,0.8285969099147235,0.6155418188584555,0.6212194218222941,2.384185791015625e-07,92.98826026916504
