RunName,Loss,Accuracy,F1,MCC,Precision,Recall,TrainingTime,InferenceTime
withput_adapt,0.4058642089366913,0.8646887275324366,0.6221540317442037,0.8295624083274437,0.6227788350213778,0.6253298515898007,2439.112942457199,21.69123935699463
with_adapt,0.39353442192077637,0.8729740494500444,0.6199773727794109,0.8372446363385355,0.6218282276697014,0.6291214263254924,2341.54842476,20.798
